V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 E
4.42;-24.2
4.44;-23.2
4.46;-22.2
4.48;-21.4
4.5;-20.1
4.52;-18.7
4.54;-17.5
4.56;-16.2
4.58;-14.8
4.6;-13.5
4.62;-12.1
4.64;-10.7
4.66;-8.9
4.68;-7.4
4.7;-5.6
4.72;-3.5
4.74;-1.3
4.76;0.6
4.78;3.1
4.8;5.7
4.82;8.4
4.84;11.4
4.86;15.5
4.88;19.2
4.9;24.3
4.92;29
4.94;36.6
4.96;45.6
4.98;57.6
5;77.4
5.02;115.7
5.04;140
5.06;153.2
5.08;162.6
5.1;169.5
5.12;174.9
5.14;179.3
5.16;183
5.18;186.1
5.2;188.7

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 dE/dV
2.08;-0.97
2.1;37.8
2.12;21.08
2.14;21.26
2.16;19.88
2.18;19.56
2.2;18.92
2.22;20.14
2.24;21.57
2.26;22.38
2.28;22.49
2.3;22.09
2.32;20.28
2.34;18.61
2.36;18.44
2.38;19.28
2.4;19.72
2.42;19.98
2.44;20.35
2.46;19.46
2.48;19.19
2.5;18.73
2.52;20.26
2.54;21.24
2.56;21.58
2.58;20.76
2.6;20.74
2.62;21.29
2.64;21.39
2.66;19.11
2.68;17.87
2.7;18.85
2.72;19.65
2.74;20.2
2.76;21.41
2.78;21.98
2.8;21.49
2.82;20.65
2.84;19.12
2.86;20.69
2.88;20.8
2.9;20.57
2.92;19.65
2.94;19.41
2.96;20.85
2.98;21.46
3;21.97
3.02;22.17
3.04;21.71
3.06;21.42
3.08;21.1
3.1;20.67
3.12;21.16
3.14;22.37
3.16;21.7
3.18;22.51
3.2;23.08
3.22;22.21
3.24;21.98
3.26;22.01
3.28;22.21
3.3;22.21
3.32;22.78
3.34;23.79
3.36;24.02
3.38;22.98
3.4;22.78
3.42;22.95
3.44;23.21
3.46;23.29
3.48;23.69
3.5;25.3
3.52;25.03
3.54;24.45
3.56;25.02
3.58;26
3.6;25.71
3.62;26.08
3.64;26.19
3.66;27.03
3.68;27.37
3.7;25.61
3.72;25.98
3.74;26.53
3.76;26.93
3.78;27.79
3.8;28.27
3.82;28.99
3.84;29.33
3.86;28.49
3.88;27.91
3.9;28.71
3.92;30
3.94;30.74
3.96;31.76
3.98;33.08
4;33.51
4.02;32.98
4.04;33.39
4.06;32.34
4.08;32.69
4.1;33.31
4.12;34.4
4.14;35.45
4.16;36.85
4.18;37.7
4.2;39.24
4.22;40.35
4.24;39.93
4.26;41.77
4.28;42.24
4.3;43.27
4.32;43.42
4.34;44.99
4.36;46.5
4.38;48.6
4.4;48.7
4.42;48.09
4.44;50
4.46;52.1
4.48;55.41
4.5;59.35
4.52;63.56
4.54;66.32
4.56;66.3
4.58;66.67
4.6;69.09
4.62;72.03
4.64;75.6
4.66;82.51
4.68;88.57
4.7;94.19
4.72;100.55
4.74;106.98
4.76;112.52
4.78;121.78
4.8;132.5
4.82;151.48
4.84;166.57
4.86;185.03
4.88;212.13
4.9;239.54
4.92;257.68
4.94;422.54
4.96;712.81
4.98;1001.64
5;1189.11
5.02;1205.93
5.04;1055.66
5.06;778.76
5.08;473.11
5.1;261.78

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 E
0;-178.1
2;-80.2
2.02;-85.5
2.04;-85
2.06;-84.6
2.08;-84.2
2.1;-83.8
2.12;-83.4
2.14;-82.9
2.16;-82.5
2.18;-82.1
2.2;-81.7
2.22;-81.3
2.24;-81
2.26;-80.5
2.28;-80.1
2.3;-79.7
2.32;-79.3
2.34;-78.9
2.36;-78.5
2.38;-78.1
2.4;-77.8
2.42;-77.3
2.44;-76.9
2.46;-76.6
2.48;-76.2
2.5;-75.7
2.52;-75.4
2.54;-74.9
2.56;-74.5
2.58;-74.1
2.6;-73.7
2.62;-73.3
2.64;-73
2.66;-72.5
2.68;-72.1
2.7;-71.8
2.72;-71.3
2.74;-70.8
2.76;-70.5
2.78;-70
2.8;-69.7
2.82;-69.2
2.84;-68.8
2.86;-68.4
2.88;-68
2.9;-67.5
2.92;-67.2
2.94;-66.8
2.96;-66.4
2.98;-66
3;-65.5
3.02;-65.1
3.04;-64.6
3.06;-64.2
3.08;-63.8
3.1;-63.5
3.12;-63
3.14;-62.5
3.16;-62
3.18;-61.7
3.2;-61.2
3.22;-60.9
3.24;-60.3
3.26;-60
3.28;-59.4
3.3;-59.1
3.32;-58.6
3.34;-58.1
3.36;-57.6
3.38;-57.2
3.4;-56.7
3.42;-56.2
3.44;-55.8
3.46;-55.3
3.48;-54.8
3.5;-54.4
3.52;-53.9
3.54;-53.4
3.56;-52.9
3.58;-52.4
3.6;-51.9
3.62;-51.5
3.64;-50.9
3.66;-50.4
3.68;-49.9
3.7;-49.3
3.72;-48.8
3.74;-48.3
3.76;-47.7
3.78;-47.1
3.8;-46.6
3.82;-46.1
3.84;-45.4
3.86;-44.9
3.88;-44.4
3.9;-43.7
3.92;-43.1
3.94;-42.5
3.96;-41.9
3.98;-41.2
4;-40.6
4.02;-40
4.04;-39.4
4.06;-38.6
4.08;-38
4.1;-37.2
4.12;-36.4
4.14;-35.8
4.16;-35.2
4.18;-34.4
4.2;-33.6
4.22;-32.9
4.24;-32
4.26;-31.3
4.28;-30.4
4.3;-29.6
4.32;-28.7
4.34;-27.8
4.36;-26.9
4.38;-26
4.4;-25
4.42;-24
4.44;-22.9
4.46;-21.9
4.48;-20.8
4.5;-19.7
4.52;-18.5
4.54;-17.3
4.56;-16
4.58;-14.7
4.6;-13.2
4.62;-11.8
4.64;-10.3
4.66;-8.6
4.68;-6.9
4.7;-5.2
4.72;-3.2
4.74;-1.1
4.76;1.1
4.78;3.6
4.8;6.1
4.82;8.9
4.84;12.1
4.86;15.8
4.88;19.8
4.9;25.6
4.92;31.1
4.94;39.1
4.96;47.4
4.98;64
5;84
5.02;121
5.04;143.2
5.06;155.9
5.08;164.7
5.1;170.9
5.12;176.2
5.14;180.4
5.16;184.1
5.18;187.2
5.2;190

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 dE/dV
2.08;-1.63
2.1;37.6
2.12;21
2.14;21.58
2.16;20.71
2.18;19.99
2.2;19.51
2.22;19.42
2.24;20
2.26;20.29
2.28;20.49
2.3;20.81
2.32;20
2.34;19.19
2.36;19.8
2.38;19.72
2.4;19.2
2.42;19.57
2.44;19.43
2.46;19.71
2.48;20.08
2.5;20.2
2.52;21.01
2.54;21.38
2.56;20.2
2.58;19.71
2.6;20.09
2.62;19.14
2.64;19.19
2.66;20.08
2.68;20.43
2.7;21.29
2.72;21.09
2.74;20.68
2.76;21.03
2.78;20.8
2.8;19.9
2.82;20.8
2.84;21.29
2.86;20.71
2.88;20.57
2.9;19.42
2.92;19.71
2.94;19.73
2.96;20.48
2.98;21.51
3;22.87
3.02;22
3.04;20.99
3.06;20.21
3.08;20.73
3.1;21.22
3.12;22.06
3.14;22
3.16;22.28
3.18;21.24
3.2;20.98
3.22;21.22
3.24;21.7
3.26;22.27
3.28;22.53
3.3;22.99
3.32;22.72
3.34;23.85
3.36;23.44
3.38;23.78
3.4;23.29
3.42;23.21
3.44;23.21
3.46;23.29
3.48;23.2
3.5;23.72
3.52;24.58
3.54;24.2
3.56;24.49
3.58;24.8
3.6;24.42
3.62;24.99
3.64;25.8
3.66;26.2
3.68;26.51
3.7;27.08
3.72;27.22
3.74;27.21
3.76;27.56
3.78;28.02
3.8;27.93
3.82;27.78
3.84;28
3.86;28.92
3.88;29.52
3.9;30.06
3.92;30.71
3.94;31.81
3.96;30.99
3.98;30.98
4;31.44
4.02;31.92
4.04;33.58
4.06;35.3
4.08;35.99
4.1;35.57
4.12;35.28
4.14;34.58
4.16;35.78
4.18;36.21
4.2;38.19
4.22;39.81
4.24;40.29
4.26;40.7
4.28;42.02
4.3;42.98
4.32;43.72
4.34;44.99
4.36;46.21
4.38;48.01
4.4;49.49
4.42;51
4.44;52.5
4.46;53.71
4.48;55.21
4.5;56.91
4.52;59.7
4.54;63.01
4.56;65.42
4.58;68.48
4.6;72.01
4.62;75.13
4.64;78.41
4.66;82.7
4.68;87.26
4.7;93.92
4.72;100.42
4.74;107.23
4.76;114.96
4.78;124.45
4.8;132.23
4.82;149.77
4.84;168.97
4.86;199.36
4.88;218.98
4.9;259.07
4.92;301.38
4.94;484.59
4.96;767.11
4.98;1034.43
5;1193.53
5.02;1178.82
5.04;1003.02
5.06;716.06
5.08;438.12
5.1;244.26

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 E
0;-180.5
2;-83.6
2.02;-86.6
2.04;-86.3
2.06;-85.8
2.08;-85.4
2.1;-85.1
2.12;-84.6
2.14;-84.2
2.16;-83.7
2.18;-83.3
2.2;-83.1
2.22;-82.6
2.24;-82.3
2.26;-81.8
2.28;-81.4
2.3;-80.9
2.32;-80.6
2.34;-80.1
2.36;-79.9
2.38;-79.4
2.4;-79.2
2.42;-78.6
2.44;-78.1
2.46;-77.8
2.48;-77.5
2.5;-77.1
2.52;-76.6
2.54;-76.3
2.56;-75.8
2.58;-75.5
2.6;-75.1
2.62;-74.7
2.64;-74.3
2.66;-73.9
2.68;-73.4
2.7;-73.2
2.72;-72.7
2.74;-72.4
2.76;-71.9
2.78;-71.5
2.8;-71.3
2.82;-70.8
2.84;-70.5
2.86;-69.9
2.88;-69.6
2.9;-69.1
2.92;-68.8
2.94;-68.3
2.96;-68
2.98;-67.5
3;-67.2
3.02;-66.8
3.04;-66.4
3.06;-65.8
3.08;-65.5
3.1;-65.1
3.12;-64.6
3.14;-64.2
3.16;-63.9
3.18;-63.5
3.2;-63
3.22;-62.7
3.24;-62.3
3.26;-61.7
3.28;-61.4
3.3;-60.8
3.32;-60.4
3.34;-60
3.36;-59.5
3.38;-59.1
3.4;-58.7
3.42;-58.2
3.44;-57.8
3.46;-57.3
3.48;-56.9
3.5;-56.6
3.52;-56
3.54;-55.6
3.56;-55.1
3.58;-54.5
3.6;-54
3.62;-53.7
3.64;-53.1
3.66;-52.6
3.68;-52.1
3.7;-51.7
3.72;-51.3
3.74;-50.7
3.76;-50.2
3.78;-49.6
3.8;-49.1
3.82;-48.6
3.84;-48.1
3.86;-47.5
3.88;-47
3.9;-46.4
3.92;-45.8
3.94;-45.3
3.96;-44.8
3.98;-44.2
4;-43.5
4.02;-43
4.04;-42.4
4.06;-41.9
4.08;-41.2
4.1;-40.6
4.12;-40.1
4.14;-39.3
4.16;-38.8
4.18;-38.2
4.2;-37.3
4.22;-36.6
4.24;-36.1
4.26;-35.2
4.28;-34.5
4.3;-33.9
4.32;-33.1
4.34;-32.3
4.36;-31.5
4.38;-30.9
4.4;-29.9
4.42;-29
4.44;-28.3
4.46;-27.2
4.48;-26.4
4.5;-25.5
4.52;-24.5
4.54;-23.6
4.56;-22.5
4.58;-21.1
4.6;-20
4.62;-19.7
4.64;-18.1
4.66;-17.3
4.68;-15.3
4.7;-14.4
4.72;-13
4.74;-11.7
4.76;-10.2
4.78;-8.6
4.8;-7
4.82;-5.4
4.84;-3.7
4.86;-1.8
4.88;0
4.9;2.3
4.92;4.7
4.94;7.1
4.96;9.6
4.98;12.5
5;15.5
5.02;19.3
5.04;22.9
5.06;26.7
5.08;31.3
5.1;37
5.12;42.6
5.14;49.6
5.16;57.1
5.18;63.7
5.2;74.8
5.22;88.5
5.24;107.1
5.26;128.5
5.28;144.2
5.3;155.2
5.32;162.6
5.34;168.4
5.36;173.4
5.38;177.1
5.4;180.5
5.42;183.4
5.44;185.9

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 dE/dV
2.08;6.73
2.1;31.52
2.12;21.29
2.14;20.75
2.16;20.03
2.18;19.19
2.2;18.15
2.22;19.28
2.24;19.91
2.26;21.88
2.28;21.58
2.3;20.78
2.32;19.23
2.34;17.61
2.36;18.5
2.38;19.75
2.4;20.76
2.42;20.29
2.44;20.84
2.46;19.39
2.48;19.57
2.5;18.71
2.52;19.69
2.54;20.3
2.56;19.8
2.58;18.9
2.6;19.8
2.62;20.01
2.64;19.98
2.66;19.8
2.68;19.2
2.7;19.81
2.72;19.23
2.74;19.24
2.76;18.45
2.78;19.26
2.8;18.68
2.82;20.06
2.84;20.2
2.86;21.58
2.88;21.29
2.9;20.51
2.92;20.29
2.94;19.42
2.96;19.19
2.98;19.51
3;20.51
3.02;20.42
3.04;21.34
3.06;21.8
3.08;22.01
3.1;20.51
3.12;20.05
3.14;19.65
3.16;19.42
3.18;19.56
3.2;19.64
3.22;21.19
3.24;22.4
3.26;22.48
3.28;22.99
3.3;23.4
3.32;22.18
3.34;21.73
3.36;21.79
3.38;21.41
3.4;22.6
3.42;21.7
3.44;21.47
3.46;21.53
3.48;21.12
3.5;21.71
3.52;23.88
3.54;24.42
3.56;25.07
3.58;24.86
3.6;24.43
3.62;24.81
3.64;23.49
3.66;23.17
3.68;23.46
3.7;24
3.72;24.22
3.74;25.78
3.76;26.49
3.78;27.09
3.8;26.5
3.82;25.92
3.84;26.79
3.86;27.51
3.88;27.99
3.9;27.5
3.92;27.78
3.94;27.95
3.96;28.78
3.98;28.49
4;28.98
4.02;29.81
4.04;28.94
4.06;29.25
4.08;30.03
4.1;30.11
4.12;30.5
4.14;32.39
4.16;32.55
4.18;34.07
4.2;35.44
4.22;35.35
4.24;35.8
4.26;35.07
4.28;35.9
4.3;36.68
4.32;37.03
4.34;38
4.36;39.37
4.38;41.05
4.4;42.1
4.42;43.39
4.44;44.81
4.46;45.08
4.48;43.93
4.5;46.73
4.52;52.64
4.54;52.01
4.56;53.99
4.58;50.38
4.6;52
4.62;53.99
4.64;56.93
4.66;61.11
4.68;66.15
4.7;68.61
4.72;67.66
4.74;71.29
4.76;72.69
4.78;79.43
4.8;80.57
4.82;83.82
4.84;88.64
4.86;95.85
4.88;103.33
4.9;111.27
4.92;117.44
4.94;126.75
4.96;138.48
4.98;149.08
5;160.65
5.02;177.72
5.04;195.45
5.06;218.18
5.08;252.02
5.1;275.07
5.12;300.02
5.14;328.02
5.16;383.77
5.18;506.52
5.2;668.96
5.22;811.37
5.24;881.93
5.26;846.28
5.28;711.88
5.3;535.41
5.32;364.8
5.34;252.77

