V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 E
V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 E
0;159.3
2;106.8
2.05;103.6
2.1;102.6
2.15;101.7
2.2;100.9
2.25;99.7
2.3;98.8
2.35;97.8
2.4;96.8
2.45;96
2.5;95
2.55;94
2.6;93.1
2.65;92.1
2.7;91.2
2.75;90.1
2.8;88.1
2.85;88.3
2.9;87.4
2.95;86.2
3;85.3
3.05;84.3
3.1;83.3
3.15;82.2
3.2;81.2
3.25;80.2
3.3;79
3.35;78
3.4;76.8
3.45;75.4
3.5;74.7
3.55;73.4
3.6;72.2
3.65;71.6
3.7;70
3.75;68.4
3.8;66.9
3.85;65.8
3.9;64.7
3.95;62.9
4;61.4
4.05;60.3
4.1;58.2
4.15;56.9
4.2;54.7
4.25;53.1
4.3;51
4.35;48.8
4.4;47.6
4.45;44.6
4.5;41.8
4.55;39.2
4.6;36.1
4.65;32.7
4.7;28.7
4.75;24.3
4.8;19.1
4.85;12.2
4.9;4.5
4.95;-10.1
5;-40.2
5.05;-140.2
5.1;-178.1
5.15;-192.9
5.2;-202.8
5.25;-210.1
5.3;-215.2
5.35;-220.2
5.4;-224.2
5.45;-227.5
5.5;-230.5

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 dE/dV
2.2;-22.88
2.25;-16.95
2.3;-19.47
2.35;-19.45
2.4;-19
2.45;-18.65
2.5;-18.8
2.55;-17.7
2.6;-20.67
2.65;-21.91
2.7;-21.11
2.75;-20.38
2.8;-19.29
2.85;-18.11
2.9;-17.36
2.95;-17.52
3;-19.15
3.05;-21.58
3.1;-20.42
3.15;-20.46
3.2;-20.84
3.25;-21.98
3.3;-22.3
3.35;-22.46
3.4;-23.37
3.45;-22.23
3.5;-21.04
3.55;-21.22
3.6;-22.81
3.65;-25.28
3.7;-26.6
3.75;-26.89
3.8;-28.4
3.85;-27.64
3.9;-27.17
3.95;-27.83
4;-30.19
4.05;-32.05
4.1;-33.09
4.15;-35.76
4.2;-36.64
4.25;-37.08
4.3;-38.38
4.35;-41.64
4.4;-44.58
4.45;-49.22
4.5;-53.86
4.55;-59.68
4.6;-64.93
4.65;-71.32
4.7;-77.54
4.75;-77.15
4.8;-27.72
4.85;-174.25
4.9;-454.79
4.95;-735.06
5;-910.6
5.05;-925.08
5.1;-771.79
5.15;-500.12
5.2;-214.41
5.25;-40.81

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 E
0;159.1
2;105.4
2.05;103.6
2.1;102.6
2.15;101.6
2.2;100.6
2.25;99.7
2.3;98.7
2.35;97.9
2.4;96.9
2.45;95.8
2.5;94.9
2.55;93.9
2.6;93
2.65;92
2.7;91.2
2.75;90.1
2.8;89.2
2.85;88.2
2.9;87.3
2.95;86.2
3;85.3
3.05;84.2
3.1;83.2
3.15;82.2
3.2;81.1
3.25;80.1
3.3;79.1
3.35;77.9
3.4;76.7
3.45;75.7
3.5;74.5
3.55;73.4
3.6;72.2
3.65;71
3.7;69.7
3.75;68.4
3.8;67.1
3.85;65.8
3.9;64.4
3.95;62.9
4;61.4
4.05;59.9
4.1;58.2
4.15;56.5
4.2;54.8
4.25;53.1
4.3;51
4.35;49
4.4;46.8
4.45;44.6
4.5;41.9
4.55;39.3
4.6;36
4.65;32.8
4.7;28.5
4.75;24.4
4.8;19.1
4.85;13
4.9;4.5
4.95;-9.8
5;-32.1
5.05;-138.6
5.1;-177.3
5.15;-192.3
5.2;-202
5.25;-209.5
5.3;-215.4
5.35;-220.1
5.4;-223.8
5.45;-227.3
5.5;-230.2

V [mL];0.1 M TRIS - 5 mL in 60 mL H2O TitrationEQP1 dE/dV
2.2;-20.65
2.25;-17.87
2.3;-18.78
2.35;-19.08
2.4;-19.32
2.45;-19.74
2.5;-19.38
2.55;-19.23
2.6;-18.69
2.65;-18.77
2.7;-18.88
2.75;-19.11
2.8;-19.28
2.85;-19.49
2.9;-19.83
2.95;-19.77
3;-20.31
3.05;-20.53
3.1;-20.48
3.15;-20.37
3.2;-21.03
3.25;-21.26
3.3;-21.91
3.35;-22.23
3.4;-22.48
3.45;-22.69
3.5;-22.8
3.55;-23.16
3.6;-24.09
3.65;-24.91
3.7;-25.28
3.75;-26
3.8;-26.69
3.85;-27.37
3.9;-28.28
3.95;-29.6
4;-31
4.05;-31.77
4.1;-32.79
4.15;-34.06
4.2;-35.86
4.25;-37.34
4.3;-39.55
4.35;-41.87
4.4;-45.22
4.45;-48.13
4.5;-52.93
4.55;-58.59
4.6;-65.09
4.65;-71.66
4.7;-76.36
4.75;-84.44
4.8;-18.5
4.85;-156.04
4.9;-435.87
4.95;-723.13
5;-907.63
5.05;-931.23
5.1;-786
5.15;-519.92
5.2;-228.14
5.25;-36.27

